number,value,datetime_start,datetime_complete,duration,params_gat_heads,params_gat_hidden_0,params_gat_hidden_1,params_gat_hidden_2,params_gat_layers,params_gat_out,params_kan_arity_0_0,params_kan_arity_0_1,params_kan_arity_0_2,params_kan_arity_0_3,params_kan_arity_0_4,params_kan_arity_0_5,params_kan_arity_0_6,params_kan_arity_0_7,params_kan_arity_0_8,params_kan_arity_0_9,params_kan_arity_1_0,params_kan_arity_1_1,params_kan_arity_1_2,params_kan_arity_1_3,params_kan_arity_1_4,params_kan_arity_1_5,params_kan_arity_1_6,params_kan_arity_1_7,params_kan_arity_1_8,params_kan_arity_1_9,params_kan_arity_2_0,params_kan_arity_2_1,params_kan_arity_2_2,params_kan_arity_2_3,params_kan_arity_2_4,params_kan_arity_2_5,params_kan_arity_2_6,params_kan_arity_2_7,params_kan_arity_2_8,params_kan_arity_2_9,params_kan_arity_3_0,params_kan_arity_3_1,params_kan_arity_3_2,params_kan_arity_3_3,params_kan_arity_3_4,params_kan_arity_3_5,params_kan_arity_3_6,params_kan_arity_3_7,params_kan_arity_3_8,params_kan_arity_3_9,params_kan_grid,params_kan_k,params_kan_layer_type_0,params_kan_layer_type_1,params_kan_layer_type_2,params_kan_layer_type_3,params_kan_mult_nodes_0,params_kan_mult_nodes_1,params_kan_mult_nodes_2,params_kan_mult_nodes_3,params_kan_n_layers,params_kan_neurons_0,params_kan_neurons_1,params_kan_neurons_2,params_kan_neurons_3,params_lr,state
2428,,10:27.9,12:09.6,0 days 00:01:41.637496,3,96,96,,2,5,,,,,,,,,,,10,7,10,8,,,,,,,2,2,6,5,10,10,2,8,8,10,,,,,,,,,,,4,6,normal,mixed,mixed,,,4,10,,3,9,8,5,,0.006782183,FAIL
2429,,12:09.6,13:51.7,0 days 00:01:42.121922,3,96,96,,2,5,,,,,,,,,,,10,7,10,8,,,,,,,2,2,6,5,10,10,2,7,8,10,,,,,,,,,,,4,6,normal,mixed,mixed,,,4,10,,3,9,8,5,,0.002596845,FAIL
2430,,13:51.7,15:35.2,0 days 00:01:43.506074,3,96,96,,2,5,,,,,,,,,,,10,7,10,8,,,,,,,2,2,6,5,10,10,2,7,8,10,,,,,,,,,,,4,6,normal,mixed,mixed,,,4,10,,3,9,8,5,,0.006754596,FAIL
2431,,15:35.2,17:18.7,0 days 00:01:43.540660,3,96,96,,2,5,,,,,,,,,,,10,8,10,8,,,,,,,2,2,6,5,9,10,2,7,8,10,,,,,,,,,,,4,6,normal,mixed,mixed,,,4,10,,3,9,8,5,,0.006552344,FAIL
2432,,17:18.7,19:00.7,0 days 00:01:41.972951,3,96,96,,2,5,,,,,,,,,,,10,7,10,8,,,,,,,3,2,6,4,9,10,2,7,8,,,,,,,,,,,,4,6,normal,mixed,mixed,,,4,9,,3,9,8,5,,0.008029513,FAIL
2433,,19:00.7,20:43.6,0 days 00:01:42.903400,3,96,96,,2,5,,,,,,,,,,,10,7,10,7,,,,,,,2,2,6,5,10,9,2,7,8,10,,,,,,,,,,,4,6,normal,mixed,mixed,,,4,10,,3,9,8,5,,0.00891807,FAIL
2434,,20:43.6,22:26.9,0 days 00:01:43.298913,3,96,96,,2,5,,,,,,,,,,,10,7,10,8,,,,,,,2,2,6,5,10,10,2,7,8,10,,,,,,,,,,,4,6,normal,mixed,mixed,,,4,10,,3,9,8,5,,0.006629621,FAIL
2435,,22:26.9,24:09.5,0 days 00:01:42.603720,3,96,96,,2,5,,,,,,,,,,,10,7,10,8,,,,,,,2,2,6,5,10,10,2,7,8,10,,,,,,,,,,,4,6,normal,mixed,mixed,,,4,10,,3,9,8,5,,0.002724901,FAIL
2436,,24:09.5,25:51.4,0 days 00:01:41.898872,3,96,96,,2,5,,,,,,,,,,,10,7,10,8,,,,,,,2,2,6,5,10,10,2,7,8,10,,,,,,,,,,,4,6,normal,mixed,mixed,,,4,10,,3,9,8,5,,0.006614656,FAIL
2437,,25:51.4,27:33.3,0 days 00:01:41.902480,3,96,96,,2,5,,,,,,,,,,,10,7,10,8,,,,,,,2,2,6,5,10,10,2,7,8,9,,,,,,,,,,,4,6,normal,mixed,mixed,,,4,10,,3,9,8,5,,0.006734122,FAIL
2438,,27:33.3,29:18.2,0 days 00:01:44.822009,3,96,96,,2,5,,,,,,,,,,,10,7,10,8,5,,,,,,2,2,6,5,9,10,2,7,8,10,,,,,,,,,,,4,6,normal,mixed,mixed,,,5,10,,3,9,8,5,,0.006954965,FAIL
2439,,29:18.2,31:01.4,0 days 00:01:43.231668,3,96,96,,2,5,,,,,,,,,,,10,7,10,8,,,,,,,2,2,6,5,9,10,2,7,8,10,,,,,,,,,,,4,6,normal,mixed,mixed,,,4,10,,3,9,8,5,,0.002532107,FAIL
2440,,31:01.4,32:46.3,0 days 00:01:44.850702,3,96,96,,2,5,,,,,,,,,,,10,7,10,8,,,,,,,2,2,6,5,10,9,3,7,8,10,,,,,,,,,,,4,7,normal,mixed,mixed,,,4,10,,3,9,8,5,,0.006973014,FAIL
2441,,32:46.3,34:30.0,0 days 00:01:43.727177,3,96,96,,2,5,,,,,,,,,,,10,7,10,7,,,,,,,2,2,6,5,10,10,2,7,8,9,,,,,,,,,,,4,6,normal,mixed,mixed,,,4,10,,3,9,8,5,,0.00252741,FAIL
2442,,34:30.0,36:14.1,0 days 00:01:44.101985,3,96,96,,2,5,,,,,,,,,,,10,7,10,8,,,,,,,2,2,6,5,10,10,2,7,8,10,,,,,,,,,,,4,6,normal,mixed,mixed,,,4,10,,3,9,8,5,,0.008955124,FAIL
2443,,36:14.1,37:58.0,0 days 00:01:43.924070,3,96,96,,2,5,,,,,,,,,,,10,7,10,8,,,,,,,2,2,6,5,10,10,2,7,8,10,,,,,,,,,,,4,6,normal,mixed,mixed,,,4,10,,3,9,8,5,,0.00694343,FAIL
2444,,37:58.0,39:41.8,0 days 00:01:43.820397,3,96,96,,2,5,,,,,,,,,,,10,7,10,8,,,,,,,2,2,6,5,10,10,2,7,8,10,,,,,,,,,,,4,6,normal,mixed,mixed,,,4,10,,3,9,8,6,,0.006729875,FAIL
2445,,39:41.8,41:25.9,0 days 00:01:44.098395,3,96,96,,2,5,,,,,,,,,,,10,7,10,8,,,,,,,2,2,6,5,10,10,2,7,8,10,,,,,,,,,,,4,6,normal,mixed,mixed,,,4,10,,3,9,8,5,,0.00874145,FAIL
2446,,41:25.9,43:09.4,0 days 00:01:43.491598,3,96,96,,2,5,,,,,,,,,,,10,7,10,8,,,,,,,2,2,6,5,10,10,2,7,8,10,,,,,,,,,,,4,6,normal,mixed,mixed,,,4,10,,3,9,8,5,,0.008725442,FAIL
2447,,43:09.4,44:52.3,0 days 00:01:42.900684,3,96,96,,2,5,,,,,,,,,,,10,7,10,8,,,,,,,2,2,6,4,9,10,2,7,8,10,,,,,,,,,,,4,6,normal,mixed,mixed,,,4,10,,3,9,8,5,,0.00702895,FAIL
2448,,44:52.3,46:34.5,0 days 00:01:42.183827,3,96,96,,2,5,,,,,,,,,,,10,7,10,8,,,,,,,2,2,6,5,10,9,2,7,8,10,,,,,,,,,,,4,6,normal,mixed,mixed,,,4,10,,3,9,8,5,,0.006605475,FAIL
2449,,46:34.5,48:16.8,0 days 00:01:42.258258,3,96,96,,2,5,,,,,,,,,,,10,7,10,8,,,,,,,2,2,6,5,9,10,3,8,8,10,,,,,,,,,,,4,6,normal,mixed,mixed,,,4,10,,3,9,8,5,,0.00877783,FAIL
2450,,48:16.8,49:58.7,0 days 00:01:41.948346,3,96,96,,2,5,,,,,,,,,,,10,7,10,8,,,,,,,2,2,6,5,10,10,2,7,9,10,,,,,,,,,,,4,6,normal,mixed,mixed,,,4,10,,3,9,8,5,,0.00687692,FAIL
2451,,49:58.7,51:40.6,0 days 00:01:41.853274,3,96,96,,2,5,,,,,,,,,,,10,7,10,8,,,,,,,2,2,6,5,10,10,3,7,8,10,,,,,,,,,,,4,6,normal,mixed,mixed,,,4,10,,3,9,8,5,,0.002608777,FAIL
2452,,51:40.6,53:22.3,0 days 00:01:41.723117,3,96,96,,2,5,,,,,,,,,,,10,7,10,8,,,,,,,2,2,6,5,9,10,3,7,8,10,,,,,,,,,,,4,6,normal,mixed,mixed,,,4,10,,3,9,8,5,,0.006764534,FAIL
2453,,53:22.3,55:04.4,0 days 00:01:42.043953,3,96,96,,2,5,,,,,,,,,,,10,7,10,8,,,,,,,2,2,6,5,10,10,2,7,8,10,,,,,,,,,,,4,6,normal,mixed,mixed,,,4,10,,3,9,10,5,,0.006940244,FAIL
2454,,55:04.4,56:46.0,0 days 00:01:41.619444,3,96,96,,2,5,,,,,,,,,,,10,7,10,8,,,,,,,2,2,6,4,9,10,3,7,8,10,,,,,,,,,,,4,6,normal,mixed,mixed,,,4,10,,3,9,8,6,,0.002614362,FAIL
2455,,56:46.0,58:28.4,0 days 00:01:42.429768,3,96,96,,2,5,,,,,,,,,,,10,7,10,8,,,,,,,2,2,6,5,10,10,3,7,8,10,,,,,,,,,,,4,6,normal,mixed,mixed,,,4,10,,3,9,8,5,,0.002555066,FAIL
2456,,58:28.4,00:10.8,0 days 00:01:42.340512,3,96,96,,2,5,,,,,,,,,,,10,7,10,8,,,,,,,2,2,6,5,10,10,2,7,8,10,,,,,,,,,,,4,6,normal,mixed,mixed,,,4,10,,3,9,8,5,,0.002619264,FAIL
2457,,00:10.8,01:50.3,0 days 00:01:39.491353,3,96,96,,2,5,,,,,,,,,,,10,7,10,8,,,,,,,2,2,6,5,10,10,3,7,8,10,,,,,,,,,,,4,6,normal,mixed,mixed,,,4,10,,3,9,8,5,,0.00682226,FAIL
2458,,01:50.3,03:32.5,0 days 00:01:42.195520,3,96,96,,2,5,,,,,,,,,,,10,7,10,7,,,,,,,2,3,6,5,9,10,4,7,8,10,,,,,,,,,,,4,6,normal,mixed,mixed,,,4,10,,3,9,8,5,,0.0088882,FAIL
2459,,03:32.5,05:14.9,0 days 00:01:42.418330,3,16,96,,2,5,,,,,,,,,,,10,7,10,8,,,,,,,2,2,6,5,10,10,3,7,8,10,,,,,,,,,,,4,6,normal,mixed,mixed,,,4,10,,3,9,8,5,,0.006862342,FAIL
2460,,05:14.9,06:56.4,0 days 00:01:41.548866,3,96,96,,2,5,,,,,,,,,,,8,7,10,8,,,,,,,2,2,6,5,10,10,2,7,8,10,,,,,,,,,,,4,6,normal,mixed,mixed,,,4,10,,3,9,8,5,,0.008517557,FAIL
2461,,06:56.4,08:38.1,0 days 00:01:41.695386,3,96,96,,2,5,,,,,,,,,,,10,7,10,8,,,,,,,2,2,6,5,10,10,3,7,8,10,,,,,,,,,,,4,6,normal,mixed,mixed,,,4,10,,3,9,8,6,,0.008532659,FAIL
2462,,08:38.1,10:20.4,0 days 00:01:42.291509,3,96,96,,2,5,,,,,,,,,,,10,7,10,8,,,,,,,2,2,6,5,10,10,3,7,8,10,,,,,,,,,,,4,6,normal,mixed,mixed,,,4,10,,3,9,8,5,,0.00675785,FAIL
2463,,10:20.4,12:02.3,0 days 00:01:41.831290,3,96,96,,2,5,,,,,,,,,,,10,7,10,8,,,,,,,2,2,6,5,10,10,2,8,8,10,,,,,,,,,,,4,6,normal,mixed,mixed,,,4,10,,3,9,8,5,,0.002601708,FAIL
2464,,12:02.3,13:44.1,0 days 00:01:41.860398,3,96,96,,2,5,,,,,,,,,,,10,7,10,8,,,,,,,2,2,6,5,10,10,2,7,8,10,,,,,,,,,,,4,6,normal,mixed,mixed,,,4,10,,3,9,8,5,,0.00667845,FAIL
2465,,13:44.1,15:25.8,0 days 00:01:41.658101,3,96,96,,2,5,,,,,,,,,,,10,7,10,8,,,,,,,2,2,6,5,8,10,2,7,8,10,,,,,,,,,,,4,6,normal,mixed,mixed,,,4,10,,3,9,8,5,,0.002555376,FAIL
2466,,15:25.8,17:07.7,0 days 00:01:41.954870,3,96,96,,2,5,,,,,,,,,,,10,7,10,8,,,,,,,2,2,6,5,10,10,2,7,8,10,,,,,,,,,,,4,6,normal,mixed,mixed,,,4,10,,3,9,8,5,,0.002626599,FAIL
2467,,17:07.8,18:48.7,0 days 00:01:40.940834,3,96,96,,2,5,,,,,,,,,,,10,7,10,8,,,,,,,2,2,6,5,10,10,2,7,8,10,,,,,,,,,,,4,6,normal,mixed,mixed,,,4,10,,3,9,8,5,,0.004013683,FAIL
2468,,18:48.7,20:30.0,0 days 00:01:41.291699,3,96,96,,2,5,,,,,,,,,,,10,7,10,8,,,,,,,2,2,6,4,10,10,2,7,8,10,,,,,,,,,,,4,6,normal,mixed,mixed,,,4,10,,3,9,8,5,,0.008710011,FAIL
2469,,20:30.0,22:12.0,0 days 00:01:42.030516,3,96,96,,2,5,,,,,,,,,,,10,7,10,8,,,,,,,3,2,6,5,10,10,2,7,8,10,,,,,,,,,,,4,6,normal,mixed,mixed,,,4,10,,3,9,8,5,,0.006675193,FAIL
2470,,22:12.0,23:52.3,0 days 00:01:40.252685,3,96,96,,2,5,,,,,,,,,,,10,7,10,8,,,,,,,2,2,6,5,10,10,3,7,8,,,,,,,,,,,,4,6,normal,mixed,mixed,,,4,9,,3,9,8,5,,0.002558988,FAIL
2471,,23:52.3,25:33.7,0 days 00:01:41.424343,3,96,96,,2,5,,,,,,,,,,,10,7,10,8,,,,,,,2,2,6,5,10,10,2,7,8,10,,,,,,,,,,,4,6,normal,mixed,mixed,,,4,10,,3,9,8,5,,0.008642554,FAIL
2472,,25:33.7,27:15.6,0 days 00:01:41.867750,3,96,96,,2,5,,,,,,,,,,,10,7,10,8,,,,,,,2,2,6,5,10,10,2,7,8,10,,,,,,,,,,,4,6,normal,mixed,mixed,,,4,10,,3,9,8,5,,0.006556573,FAIL
2473,,27:15.6,28:57.1,0 days 00:01:41.565875,3,96,96,,2,5,,,,,,,,,,,10,7,10,8,,,,,,,2,2,6,5,10,9,2,7,8,10,,,,,,,,,,,4,6,normal,mixed,mixed,,,4,10,,3,9,8,5,,0.008599221,FAIL
2474,,28:57.1,30:38.5,0 days 00:01:41.399696,3,96,96,,2,5,,,,,,,,,,,10,7,10,8,,,,,,,2,2,6,5,10,10,2,7,8,10,,,,,,,,,,,4,6,normal,mixed,mixed,,,4,10,,3,9,8,5,,0.006819618,FAIL
2475,,30:38.6,32:19.5,0 days 00:01:40.997673,3,96,96,,2,5,,,,,,,,,,,10,7,10,8,,,,,,,2,2,6,5,10,10,2,7,8,10,,,,,,,,,,,4,6,normal,mixed,mixed,,,4,10,,3,9,8,5,,0.008620757,FAIL
2476,,32:19.6,34:01.1,0 days 00:01:41.510112,3,96,96,,2,5,,,,,,,,,,,10,7,10,7,,,,,,,3,2,6,4,10,10,2,7,8,10,,,,,,,,,,,4,6,normal,mixed,mixed,,,4,10,,3,9,8,5,,0.007022201,FAIL
2477,,34:01.1,35:42.5,0 days 00:01:41.398365,3,96,96,,2,5,,,,,,,,,,,10,7,10,8,,,,,,,2,2,6,5,10,10,2,7,8,10,,,,,,,,,,,4,6,normal,mixed,mixed,,,4,10,,3,9,8,5,,0.003024456,FAIL
2478,,35:42.5,37:24.2,0 days 00:01:41.734028,3,96,96,,2,5,,,,,,,,,,,10,7,10,8,,,,,,,2,2,6,5,10,10,2,7,8,10,,,,,,,,,,,4,6,normal,mixed,mixed,,,4,10,,3,9,8,5,,0.007082501,FAIL
2479,,37:24.2,39:05.9,0 days 00:01:41.675822,3,96,96,,2,5,,,,,,,,,,,10,7,10,8,,,,,,,2,2,5,5,10,10,2,7,8,10,,,,,,,,,,,4,6,normal,mixed,mixed,,,4,10,,3,9,8,5,,0.006844736,FAIL
2480,,39:05.9,40:47.7,0 days 00:01:41.865127,3,96,96,,2,5,,,,,,,,,,,10,7,10,8,,,,,,,2,2,6,5,10,10,2,7,8,10,,,,,,,,,,,4,6,normal,mixed,mixed,,,4,10,,3,9,8,5,,0.006650499,FAIL
2481,,40:47.8,42:29.3,0 days 00:01:41.593670,3,96,96,,2,5,,,,,,,,,,,10,7,10,8,,,,,,,2,2,6,5,10,10,2,7,8,10,,,,,,,,,,,4,6,normal,mixed,mixed,,,4,10,,3,9,8,5,,0.00260292,FAIL
2482,,42:29.3,44:10.6,0 days 00:01:41.204144,3,96,96,,2,5,,,,,,,,,,,10,7,10,8,,,,,,,2,2,6,5,10,10,2,7,8,10,,,,,,,,,,,4,6,normal,mixed,mixed,,,4,10,,3,9,8,5,,0.006804649,FAIL
2483,,44:10.6,45:52.4,0 days 00:01:41.804387,3,96,96,,2,5,,,,,,,,,,,10,7,10,8,,,,,,,2,2,6,5,9,10,3,7,8,10,,,,,,,,,,,4,6,normal,mixed,mixed,,,4,10,,3,9,8,5,,0.009151316,FAIL
2484,,45:52.4,47:33.5,0 days 00:01:41.150174,3,96,96,,2,5,,,,,,,,,,,10,7,10,8,,,,,,,2,2,6,5,9,9,2,7,9,10,,,,,,,,,,,4,6,normal,mixed,mixed,,,4,10,,3,9,8,5,,0.00686576,FAIL
2485,,47:33.5,49:15.2,0 days 00:01:41.687462,3,96,96,,2,5,,,,,,,,,,,10,7,10,8,,,,,,,2,2,6,5,10,10,2,7,8,10,,,,,,,,,,,4,6,normal,mixed,mixed,,,4,10,,3,9,8,5,,0.006767048,FAIL
2486,,49:15.2,50:56.5,0 days 00:01:41.295928,3,96,96,,2,5,,,,,,,,,,,10,7,10,8,,,,,,,2,2,6,5,10,10,2,7,8,10,,,,,,,,,,,4,6,normal,mixed,mixed,,,4,10,,3,9,8,5,,0.006798527,FAIL
2487,,50:56.5,52:37.7,0 days 00:01:41.171482,3,96,96,,2,5,,,,,,,,,,,10,7,10,8,,,,,,,2,2,6,5,10,10,2,7,8,10,,,,,,,,,,,4,6,normal,mixed,mixed,,,4,10,,3,9,8,5,,0.002900954,FAIL
2488,,52:37.7,54:19.6,0 days 00:01:41.911463,3,96,96,,2,5,,,,,,,,,,,10,7,10,8,,,,,,,2,2,6,5,9,10,3,7,8,10,,,,,,,,,,,4,6,normal,mixed,mixed,,,4,10,,3,9,8,5,,0.002574476,FAIL
2489,,54:19.6,56:01.4,0 days 00:01:41.820341,3,96,96,,2,5,,,,,,,,,,,10,7,10,8,,,,,,,2,2,6,5,10,10,3,7,8,10,,,,,,,,,,,4,6,normal,mixed,mixed,,,4,10,,3,9,8,5,,0.00869189,FAIL
2490,,56:01.4,57:41.9,0 days 00:01:40.446173,3,96,96,,2,5,,,,,,,,,,,10,7,10,8,,,,,,,2,2,6,5,10,10,2,7,8,,,,,,,,,,,,4,6,normal,mixed,mixed,,,4,9,,3,9,8,5,,0.006638726,FAIL
2491,,57:41.9,59:25.6,0 days 00:01:43.773139,3,96,96,,2,5,,,,,,,,,,,10,7,10,8,,,,,,,3,2,6,5,10,10,2,7,8,10,,,,,,,,,,,4,6,normal,mixed,mixed,,,4,10,,3,9,8,5,,0.008998335,FAIL
2492,,59:25.6,01:09.3,0 days 00:01:43.646276,3,96,96,,2,5,,,,,,,,,,,10,7,10,8,,,,,,,2,2,6,5,9,10,2,7,8,10,,,,,,,,,,,4,6,normal,mixed,mixed,,,4,10,,3,9,8,5,,0.002619878,FAIL
2493,,01:09.3,02:52.9,0 days 00:01:43.646658,3,96,96,,2,5,,,,,,,,,,,10,7,10,8,,,,,,,2,2,6,5,10,10,2,7,8,10,,,,,,,,,,,4,6,normal,mixed,mixed,,,4,10,,3,9,8,5,,0.006775464,FAIL
2494,,02:52.9,04:35.6,0 days 00:01:42.601912,3,96,96,,2,5,,,,,,,,,,,10,7,10,8,,,,,,,2,2,6,5,9,10,3,7,8,10,,,,,,,,,,,4,6,normal,mixed,mixed,,,4,10,,3,8,8,5,,0.008494712,FAIL
2495,,04:35.6,06:19.5,0 days 00:01:43.909516,3,96,96,,2,5,,,,,,,,,,,10,7,10,8,,,,,,,2,2,6,5,10,10,2,7,8,10,,,,,,,,,,,4,6,normal,mixed,mixed,,,4,10,,3,9,8,5,,0.007175793,FAIL
2496,,06:19.5,08:02.9,0 days 00:01:43.409947,3,96,96,,2,5,,,,,,,,,,,10,7,9,8,,,,,,,2,2,6,5,10,10,2,7,8,10,,,,,,,,,,,4,6,normal,mixed,mixed,,,4,10,,3,9,8,5,,0.009184211,FAIL
2497,,08:02.9,09:46.6,0 days 00:01:43.745592,3,96,96,,2,5,,,,,,,,,,,10,7,10,8,,,,,,,2,2,6,5,10,10,2,7,8,10,,,,,,,,,,,4,6,normal,mixed,mixed,,,4,10,,3,9,8,5,,0.008361333,FAIL
2498,,09:46.6,11:30.0,0 days 00:01:43.359963,3,96,96,,2,5,,,,,,,,,,,10,7,10,8,,,,,,,2,2,6,5,8,10,2,7,8,10,,,,,,,,,,,4,6,normal,mixed,mixed,,,4,10,,3,9,8,5,,0.00843802,FAIL
2499,,11:30.0,13:13.7,0 days 00:01:43.683675,3,96,96,,2,5,,,,,,,,,,,10,7,10,8,,,,,,,2,2,6,5,10,10,3,7,8,10,,,,,,,,,,,4,6,normal,mixed,mixed,,,4,10,,3,9,8,5,,0.008617545,FAIL
2500,,13:13.7,14:57.2,0 days 00:01:43.550792,3,96,96,,2,5,,,,,,,,,,,10,7,10,8,,,,,,,2,2,6,5,10,10,2,7,8,10,,,,,,,,,,,4,6,normal,mixed,mixed,,,4,10,,3,9,8,5,,0.00670937,FAIL
2501,,14:57.2,16:41.0,0 days 00:01:43.726033,3,96,96,,2,5,,,,,,,,,,,10,7,10,8,,,,,,,2,2,6,5,10,10,2,7,8,10,,,,,,,,,,,4,6,normal,mixed,mixed,,,4,10,,3,9,8,5,,0.008592013,FAIL
2502,,16:41.0,18:24.5,0 days 00:01:43.528168,3,96,96,,2,5,,,,,,,,,,,10,7,10,8,,,,,,,2,2,6,5,10,10,2,7,8,10,,,,,,,,,,,4,6,normal,mixed,mixed,,,4,10,,3,9,8,5,,0.007031114,FAIL
2503,,18:24.5,20:08.0,0 days 00:01:43.522278,3,96,96,,2,5,,,,,,,,,,,8,7,10,8,,,,,,,2,2,6,5,9,10,3,7,8,10,,,,,,,,,,,4,6,normal,mixed,mixed,,,4,10,,3,9,8,5,,0.009263755,FAIL
2504,,20:08.0,21:51.9,0 days 00:01:43.884739,3,96,96,,2,5,,,,,,,,,,,10,7,10,8,,,,,,,2,2,6,5,10,10,2,7,8,10,,,,,,,,,,,4,6,normal,mixed,mixed,,,4,10,,3,9,8,5,,0.008694243,FAIL
2505,,21:51.9,23:36.3,0 days 00:01:44.372523,3,96,96,,2,5,,,,,,,,,,,10,7,10,8,,,,,,,2,2,6,5,10,10,2,7,8,10,,,,,,,,,,,4,6,normal,mixed,mixed,,,4,10,,3,9,8,5,,0.006634086,FAIL
2506,,23:36.3,25:20.2,0 days 00:01:43.932963,3,96,96,,2,5,,,,,,,,,,,10,7,10,8,,,,,,,2,2,6,5,10,10,2,7,9,10,,,,,,,,,,,4,6,normal,mixed,mixed,,,4,10,,3,9,8,5,,0.006693307,FAIL
2507,,25:20.2,27:04.3,0 days 00:01:44.075597,3,96,96,,2,5,,,,,,,,,,,10,7,10,8,,,,,,,2,2,6,5,10,10,3,7,8,10,,,,,,,,,,,4,6,normal,mixed,mixed,,,4,10,,3,9,8,5,,0.008961556,FAIL
2508,,27:04.3,28:48.0,0 days 00:01:43.667895,3,96,96,,2,5,,,,,,,,,,,10,7,10,8,,,,,,,2,2,6,5,10,9,4,7,8,10,,,,,,,,,,,4,6,normal,mixed,mixed,,,4,10,,3,9,8,5,,0.007991903,FAIL
2509,,28:48.0,30:31.7,0 days 00:01:43.769070,3,96,96,,2,5,,,,,,,,,,,10,7,10,8,,,,,,,2,2,6,5,10,10,2,7,8,10,,,,,,,,,,,4,6,normal,mixed,mixed,,,4,10,,3,9,8,5,,0.00885729,FAIL
2510,,30:31.7,32:15.1,0 days 00:01:43.324569,3,96,96,,2,5,,,,,,,,,,,10,7,10,8,,,,,,,2,2,6,5,10,10,2,7,8,10,,,,,,,,,,,4,6,normal,mixed,mixed,,,4,10,,3,9,8,5,,0.002988574,FAIL
2511,,32:15.1,33:58.4,0 days 00:01:43.359243,3,96,96,,2,5,,,,,,,,,,,10,7,10,8,,,,,,,2,2,6,5,8,10,2,7,8,10,,,,,,,,,,,4,6,normal,mixed,mixed,,,4,10,,3,9,8,5,,0.006696992,FAIL
2512,,33:58.4,35:42.5,0 days 00:01:44.083811,3,96,96,,2,5,,,,,,,,,,,10,7,10,8,,,,,,,2,2,6,5,10,10,2,7,8,10,,,,,,,,,,,4,6,normal,mixed,mixed,,,4,10,,3,9,8,5,,0.002608942,FAIL
2513,,35:42.5,37:26.5,0 days 00:01:43.945563,3,96,96,,2,5,,,,,,,,,,,10,7,10,8,,,,,,,2,2,6,5,10,10,2,7,8,10,,,,,,,,,,,4,6,normal,mixed,mixed,,,4,10,,3,9,8,5,,0.00853269,FAIL
2514,,37:26.5,39:10.6,0 days 00:01:44.088049,3,96,96,,2,5,,,,,,,,,,,10,7,10,8,,,,,,,2,2,6,5,10,10,2,7,8,10,,,,,,,,,,,4,6,normal,mixed,mixed,,,4,10,,3,9,8,5,,0.009005306,FAIL
2515,,39:10.6,40:54.1,0 days 00:01:43.508569,3,96,96,,2,5,,,,,,,,,,,10,7,10,8,,,,,,,2,2,6,5,10,9,2,7,8,10,,,,,,,,,,,4,6,normal,mixed,mixed,,,4,10,,3,9,8,5,,0.008789108,FAIL
2516,,40:54.1,42:37.4,0 days 00:01:43.363883,3,96,96,,2,5,,,,,,,,,,,10,7,10,8,,,,,,,2,2,6,5,10,10,2,7,8,10,,,,,,,,,,,4,6,normal,mixed,mixed,,,4,10,,3,9,8,5,,0.002532923,FAIL
2517,,42:37.4,44:21.5,0 days 00:01:44.031239,3,96,96,,2,5,,,,,,,,,,,10,7,10,7,,,,,,,2,2,6,5,9,10,2,7,8,10,,,,,,,,,,,4,6,normal,mixed,mixed,,,4,10,,3,9,8,5,,0.006758514,FAIL
2518,,44:21.5,46:03.7,0 days 00:01:42.243655,3,96,96,,2,5,,,,,,,,,,,10,7,10,8,,,,,,,2,2,6,5,10,10,2,7,8,,,,,,,,,,,,4,6,normal,mixed,mixed,,,4,9,,3,9,8,5,,0.00664866,FAIL
2519,,46:03.7,47:48.6,0 days 00:01:44.899351,3,96,96,,2,5,,,,,,,,,,,10,7,10,8,4,,,,,,2,2,6,5,10,10,2,7,8,10,,,,,,,,,,,4,6,normal,mixed,mixed,,,5,10,,3,9,8,6,,0.006764202,FAIL
2520,,47:48.6,49:32.2,0 days 00:01:43.593288,3,96,96,,2,5,,,,,,,,,,,10,7,10,8,,,,,,,2,2,6,5,10,10,2,7,8,10,,,,,,,,,,,4,6,normal,mixed,mixed,,,4,10,,3,9,8,5,,0.006749302,FAIL
2521,,49:32.2,51:16.6,0 days 00:01:44.374342,3,96,96,,2,5,,,,,,,,,,,10,7,10,8,,,,,,,2,2,6,5,10,9,3,7,8,10,,,,,,,,,,,4,6,normal,mixed,mixed,,,4,10,,3,9,9,5,,0.008594348,FAIL
2522,,51:16.6,53:00.2,0 days 00:01:43.595952,3,96,96,,2,5,,,,,,,,,,,10,7,10,8,,,,,,,2,2,6,5,9,10,2,7,8,10,,,,,,,,,,,4,6,normal,mixed,mixed,,,4,10,,3,9,8,5,,0.006917173,FAIL
2523,,53:00.2,54:44.3,0 days 00:01:44.057367,3,96,96,,2,5,,,,,,,,,,,10,8,10,7,,,,,,,2,2,6,5,10,10,2,7,8,10,,,,,,,,,,,4,6,normal,mixed,mixed,,,4,10,,3,9,8,5,,0.008820137,FAIL
2524,,54:44.3,56:28.0,0 days 00:01:43.738073,3,96,96,,2,5,,,,,,,,,,,10,7,10,8,,,,,,,2,2,6,5,10,9,2,7,8,10,,,,,,,,,,,4,6,normal,mixed,mixed,,,4,10,,3,9,8,5,,0.008679257,FAIL
